Blocks-Iterate
Date,User
2018-09-04_08:03:47.18,dwygnonunpxefetmowde,180831_TERRACE_05,180904_TERRACE_10,True
2018-09-04_08:05:10.6,dwygnonunpxefetmowde,180831_TERRACE_06,180904_TERRACE_11,True
2018-09-04_08:06:36.73,dwygnonunpxefetmowde,180831_TERRACE_02,180904_TERRACE_02a,True
2018-09-04_08:11:00.74,dwygnonunpxefetmowde,180904_TERRACE_02a,180904_TERRACE_02b,True
2018-09-04_08:21:28.9,dwygnonunpxefetmowde,180831_TERRACE_03,180904_TERRACE_03a,True
2018-09-04_08:28:55.21,dwygnonunpxefetmowde,180904_TERRACE_03a,180904_TERRACE_03b,True
2018-09-04_08:55:16.,dwygnonunpxefetmowde,180904_TERRACE_03b,180904_TERRACE_03c,True
2018-09-04_09:07:15.51,dwygnonunpxefetmowde,180831_TERRACE_07,180904_TERRACE_07a,True
2018-09-04_12:02:06.22,dwygnonunpxefetmowde,180831_TERRACE_01,180904_TERRACE_01a,True
2018-09-04_12:12:19.51,wanrsqjwdptgkljcpwqu,180831_OPTION_01,180904_OPTION_01,True
2018-09-04_12:16:01.57,dwygnonunpxefetmowde,180904_TERRACE_03c,180904_TERRACE_03d,True
2018-09-04_12:33:17.45,wanrsqjwdptgkljcpwqu,180904_OPTION_01,180904_OPTION_02,True
2018-09-04_12:58:48.36,dwygnonunpxefetmowde,180831_TERRACE_07,180904_TERRACE_07a,True
2018-09-04_13:30:35.87,dwygnonunpxefetmowde,180831_TERRACE_01,180904_TERRACE_01b,True
2018-09-04_17:13:57.57,dwygnonunpxefetmowde,180904_TERRACE_03c,180904_TERRACE_03e,True
2018-09-04_17:27:46.37,dwygnonunpxefetmowde,180904_TERRACE_03d,180904_TERRACE_11,True
2018-09-04_17:30:50.71,wanrsqjwdptgkljcpwqu,180904_OPTION_02,180904_OPTION_03,True
2018-09-04_17:39:47.27,dwygnonunpxefetmowde,180904_TERRACE_11,180904_TERRACE_12,True
2018-09-04_17:48:24.74,wanrsqjwdptgkljcpwqu,180904_OPTION_02,180904_OPTION_03,True
2018-09-04_18:09:15.82,dwygnonunpxefetmowde,180904_TERRACE_12,180904_TERRACE_13,True
2018-09-05_08:51:39.72,dwygnonunpxefetmowde,180904_TERRACE_03c,180905_TERRACE_13,True
2018-09-05_11:11:50.43,dwygnonunpxefetmowde,180904_TERRACE_12,180905_TERRACE_14,True
2018-09-05_11:44:51.37,dwygnonunpxefetmowde,180905_TERRACE_13,180905_TERRACE_13a,True
2018-09-05_11:53:41.9,dwygnonunpxefetmowde,180905_TERRACE_13a,180905_TERRACE_13b,True
2018-09-05_12:05:19.86,dwygnonunpxefetmowde,180905_TERRACE_13b,180905_TERRACE_13c,True
2018-09-05_13:54:43.92,nfniggtyhexwjbjeccpu,180904_TERRACE_03e,180906_2 TOWERS_01,True
2018-09-05_13:55:10.98,dwygnonunpxefetmowde,180905_TERRACE_13a,180905_TERRACE_14,True
2018-09-05_13:57:11.16,nfniggtyhexwjbjeccpu,180904_TERRACE_03e,180906_HYBRID_01,True
2018-09-05_14:22:10.73,wanrsqjwdptgkljcpwqu,180904_OPTION_03,180905_OPTION_01,True
2018-09-05_14:43:15.38,dwygnonunpxefetmowde,180905_TERRACE_14,180905_TERRACE_14a,True
2018-09-05_14:55:03.44,wanrsqjwdptgkljcpwqu,180905_OPTION_01,180905_OPTION_02,True
2018-09-05_15:07:13.5,wanrsqjwdptgkljcpwqu,180905_OPTION_01,180905_OPTION_03,True
2018-09-05_15:26:09.10,dwygnonunpxefetmowde,180905_TERRACE_13b,180905_TERRACE_13d,True
2018-09-05_15:44:36.33,dwygnonunpxefetmowde,180905_TERRACE_8,180905_TERRACE_8b,True
2018-09-05_15:49:11.6,dwygnonunpxefetmowde,180904_TERRACE_03b,180905_TERRACE_09,True
2018-09-05_16:18:59.27,dwygnonunpxefetmowde,180904_TERRACE_03e,180905_TERRACE_03f,True
2018-09-05_16:19:06.99,dwygnonunpxefetmowde,180905_TERRACE_03f,,False
2018-09-05_16:34:41.16,dwygnonunpxefetmowde,180905_TERRACE_09,180905_TERRACE_09A,True
2018-09-05_16:36:18.80,wanrsqjwdptgkljcpwqu,180905_OPTION_03,180905_OPTION_04,True
2018-09-05_17:00:00.55,wanrsqjwdptgkljcpwqu,180905_OPTION_04,180905_OPTION_05_08FAR,True
2018-09-05_17:09:40.46,dwygnonunpxefetmowde,180904_TERRACE_17,180905_TERRACE_17a,True
2018-09-05_17:26:20.35,nfniggtyhexwjbjeccpu,180906_HYBRID_01,180905_HYBRID_12 FAR,True
2018-09-05_17:32:19.11,dwygnonunpxefetmowde,180905_TERRACE_8,180905_TERRACE_08b,True
2018-09-05_17:41:16.49,nfniggtyhexwjbjeccpu,180906_HYBRID_01,180905_HYBRID_8 FAR,True
2018-09-05_18:40:57.50,dwygnonunpxefetmowde,180905_OPTION_01_08FAR,180905_OPTION_05,True
2018-09-06_09:40:32.99,nfniggtyhexwjbjeccpu,180906_HYBRID_01,180906_HYBRID_Wavy,True
2018-09-06_10:10:17.49,wanrsqjwdptgkljcpwqu,180905_OPTION_01_08FAR,180906_OPTION_06_BOOKEND,True
2018-09-06_10:38:50.27,gpmahvpxgdrymgwfcqxl,180905_OPTION_01,,False
2018-09-06_10:39:17.97,gpmahvpxgdrymgwfcqxl,CORE_01,,False
2018-09-06_11:14:06.2,dwygnonunpxefetmowde,180905_TERRACE_09,180906_TERRACE_03a,True
2018-09-06_11:18:45.48,nfniggtyhexwjbjeccpu,180906_HYBRID_Wavy,180906_HYBRID_Wavy 02,True
2018-09-06_11:28:19.79,dwygnonunpxefetmowde,180906_TERRACE_03a,180906_TERRACE_06,True
2018-09-06_13:03:55.72,dwygnonunpxefetmowde,180906_TERRACE_06,180906_TERRACE_06a,True
2018-09-06_13:04:37.16,dwygnonunpxefetmowde,180906_TERRACE_06,180906_TERRACE_06a,True
2018-09-06_15:03:57.6,nfniggtyhexwjbjeccpu,180906_HYBRID_Wavy 02,180906_HYBRID_Wavy 03,True
2018-09-06_15:13:03.38,wanrsqjwdptgkljcpwqu,HKS_180828_OPT A,180906_OPTION_01,True
2018-09-06_15:32:11.50,dwygnonunpxefetmowde,180906_TERRACE_06,180906_TERRACE_07,True
2018-09-06_16:59:35.91,nfniggtyhexwjbjeccpu,180905_HYBRID_8 FAR,180906_HYBRID_8 FAR 02,True
2018-09-06_17:04:37.42,wanrsqjwdptgkljcpwqu,180906_OPTION_01,180906_OPTION_02,True
2018-09-06_17:23:24.55,dwygnonunpxefetmowde,180906_FRAME_01,180906_FRAME_02,True
2018-09-06_18:08:12.62,dwygnonunpxefetmowde,180906_FRAME_01,180906_FRAME_03,True
2018-09-06_18:10:59.20,dwygnonunpxefetmowde,180906_FRAME_01,180906_FRAME_04,True
2018-09-06_18:31:49.43,nfniggtyhexwjbjeccpu,180906_HYBRID_Wavy 02,180906_HYBRID_Wavy 04,True
2018-09-07_08:46:01.63,dwygnonunpxefetmowde,180906_FRAME_04,180907_FRAME_05,True
2018-09-07_08:58:23.23,dwygnonunpxefetmowde,180907_FRAME_05,180907_FRAME_06,True
2018-09-07_09:08:39.79,dwygnonunpxefetmowde,180906_FRAME_03,180907_FRAME_07,True
2018-09-07_09:10:17.15,nfniggtyhexwjbjeccpu,180906_HYBRID_8 FAR 02,180907_HYBRID_8 FAR 03,True
2018-09-07_09:36:46.79,dwygnonunpxefetmowde,180907_FRAME_07,180907_FRAME_08,True
2018-09-07_09:49:27.47,dwygnonunpxefetmowde,180907_FRAME_07,180907_FRAME_09,True
2018-09-07_09:53:46.8,wanrsqjwdptgkljcpwqu,180906_OPTION_02,180907_OPTION_01,True
2018-09-07_10:05:55.80,dwygnonunpxefetmowde,180906_FRAME_01,180907_FRAME_10,True
2018-09-07_10:28:33.37,nfniggtyhexwjbjeccpu,180907_HYBRID_8 FAR 03,180907_HYBRID_Wavy 04 8 FAR,True
2018-09-07_11:04:31.39,dwygnonunpxefetmowde,180907_FRAME_05,180907_FRAME_11,True
2018-09-07_11:27:35.81,wanrsqjwdptgkljcpwqu,180907_OPTION_01,180907_OPTION_02,True
2018-09-07_11:32:43.33,dwygnonunpxefetmowde,180907_FRAME_07,180907_FRAME_12,True
2018-09-07_12:21:17.17,dwygnonunpxefetmowde,180906_FRAME_01,180907_FRAME_13,True
2018-09-07_12:24:15.98,wanrsqjwdptgkljcpwqu,180907_MASS_OPT_01,180907_MASS_OPT_02,True
2018-09-07_12:26:10.38,wanrsqjwdptgkljcpwqu,180907_MASS_OPT_01,180907_MASS_OPT_03,True
2018-09-07_12:52:02.11,dwygnonunpxefetmowde,180906_FRAME_01,180907_FRAME_14,True
2018-09-07_13:41:37.29,dwygnonunpxefetmowde,180907_FRAME_14,180907_FRAME_15,True
2018-09-07_15:01:07.35,dwygnonunpxefetmowde,180906_FRAME_01,180907_FRAME_16,True
2018-09-07_15:46:36.74,dwygnonunpxefetmowde,180907_FRAME_12,180907_FRAME_17,True
2018-09-07_16:37:55.5,wanrsqjwdptgkljcpwqu,180907_MASS_OPT_03,180907_MASS_OPT_04,True
2018-09-07_16:55:11.81,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 04 8 FAR,180907_HYBRID_Wavy 05 8 FAR,True
2018-09-07_17:08:06.9,wanrsqjwdptgkljcpwqu,180907_MASS_OPT_04,180907_MASS_OPT_05,True
2018-09-07_17:13:37.77,dwygnonunpxefetmowde,180907_FRAME_16,180907_FRAME_18,True
2018-09-07_17:16:04.83,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 05 8 FAR,180907_HYBRID_Wavy 06 8 FAR,True
2018-09-07_17:32:55.35,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 06 8 FAR,180907_HYBRID_Wavy 07 8 FAR,True
2018-09-07_17:51:44.80,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 07 8 FAR,180907_HYBRID_Wavy 08 8 FAR,True
2018-09-07_18:04:20.59,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 08 8 FAR,180907_HYBRID_Wavy 09 8 FAR,True
2018-09-10_08:53:45.98,wanrsqjwdptgkljcpwqu,180909_OPT_01,180910_OPT_01,True
2018-09-10_08:53:50.81,wanrsqjwdptgkljcpwqu,180910_OPT_01,180910_OPT_02,True
2018-09-10_08:53:55.7,wanrsqjwdptgkljcpwqu,180910_OPT_02,180910_OPT_03,True
2018-09-10_09:24:46.67,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 09 8 FAR,180910_HYBRID_Wavy 10 8 FAR,True
2018-09-10_10:27:36.64,wanrsqjwdptgkljcpwqu,180907_MASS_OPT_05,180910_MASS_OPT_05,True
2018-09-10_10:34:49.81,wanrsqjwdptgkljcpwqu,180910_MASS_OPT_05,180910_MASS_OPT_06,True
2018-09-10_10:52:26.63,nfniggtyhexwjbjeccpu,180907_HYBRID_Wavy 09 8 FAR,180910_HYBRID_Rectilinear 11 8 FAR,True
