Geometry-Contour At Pt
Date,Time,User,Version
2018-11-02,17:42:58,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,True
2018-11-02,17:43:52,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:46:03,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,True
2018-11-02,17:48:04,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:49:09,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:49:34,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:49:47,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:50:23,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:51:08,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:51:35,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:51:44,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:52:20,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:52:31,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:52:39,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:53:35,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,False
2018-11-02,17:53:47,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:54:19,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:55:28,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:55:52,wanrsqjwdptgkljcpwqu,2.1.0,2,0.0,False
2018-11-02,17:56:04,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:56:41,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:56:53,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,False
2018-11-02,17:57:06,wanrsqjwdptgkljcpwqu,2.1.0,2,0.0,True
2018-11-02,17:57:42,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,17:57:56,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,17:58:29,wanrsqjwdptgkljcpwqu,2.1.0,6,188.61128620049487,True
2018-11-02,17:58:45,wanrsqjwdptgkljcpwqu,2.1.0,6,188.61128620049487,True
2018-11-02,18:00:09,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,18:01:25,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,18:02:13,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,18:02:37,wanrsqjwdptgkljcpwqu,2.1.0,1,188.61128620049487,True
2018-11-02,18:04:46,wanrsqjwdptgkljcpwqu,2.1.0,2,188.61128620049487,True
2018-11-02,18:06:34,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-02,18:06:47,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-02,18:07:04,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-02,18:07:14,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-02,18:07:24,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-02,18:07:45,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,14:21:40,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,14:36:35,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,14:36:46,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,17:08:59,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,17:10:26,wanrsqjwdptgkljcpwqu,2.1.0,3,True
2018-11-06,17:18:48,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,18:05:46,wanrsqjwdptgkljcpwqu,2.1.0,1,True
2018-11-06,18:06:31,wanrsqjwdptgkljcpwqu,2.1.0,1,True
