colors-Gradient
Date,User
2018-08-02_15:34:25.81,wanrsqjwdptgkljcpwqu,"(60, 60, 60)","(225, 225, 225)",360,True
2018-08-02_15:35:09.72,wanrsqjwdptgkljcpwqu,"(205, 147, 0)","(233, 217, 174)",360,True
