Blocks-Create Design Option
Date,Time,User,Version
2019-06-03,11:09:02,clzguosbpwkeqznuicyh,2.1.0,JUL_Original Massing
2019-06-03,14:01:56,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_01
2019-06-03,14:25:35,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_01
2019-06-03,14:26:58,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_02
2019-06-03,14:39:40,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_03
2019-06-03,17:28:14,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_02
2019-06-03,22:33:47,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_03
2019-06-04,10:47:51,clzguosbpwkeqznuicyh,2.1.0,190604_OPTION_01
2019-06-04,11:55:46,nfniggtyhexwjbjeccpu,2.1.0,190604_54th Stair_01
2019-06-04,15:29:26,clzguosbpwkeqznuicyh,2.1.0,190603_OPTION_02_2
2019-06-04,16:43:07,clzguosbpwkeqznuicyh,2.1.0,190604_OPTION_Basic
2019-06-05,15:28:20,clzguosbpwkeqznuicyh,2.1.0,190605_OPTION_01
2019-06-05,17:41:34,clzguosbpwkeqznuicyh,2.1.0,190605_OPTION_01
2019-06-10,13:01:54,clzguosbpwkeqznuicyh,2.1.0,190610_OPTION_01
2019-06-13,11:30:49,clzguosbpwkeqznuicyh,2.1.0,190613_OPTION_01
2019-06-13,14:38:29,clzguosbpwkeqznuicyh,2.1.0,190613_OPTION_02
2019-06-13,15:08:53,clzguosbpwkeqznuicyh,2.1.0,190613_OPTION_03
2019-06-13,17:08:40,clzguosbpwkeqznuicyh,2.1.0,190613_OPTION_01
2019-06-17,16:52:54,dwygnonunpxefetmowde,2.1.0,190617_BLOCK_2
2019-06-17,18:08:12,dwygnonunpxefetmowde,2.1.0,190617_OPTION_01
2019-06-17,18:10:40,dwygnonunpxefetmowde,2.1.0,190617_OPTION_02
2019-06-18,16:05:13,clzguosbpwkeqznuicyh,2.1.0,190618_OPTION_01
2019-06-18,16:20:24,clzguosbpwkeqznuicyh,2.1.0,190613_OPTION_01
2019-06-19,10:12:24,fsgxpmwwjxogdnviwnfc,2.1.0,190619_OPTION_01
2019-06-19,10:18:29,fsgxpmwwjxogdnviwnfc,2.1.0,190619_OPTION_03
2019-06-21,13:11:09,dwygnonunpxefetmowde,2.2.0,facade grid
