Blocks-Iterate
Date,User,Version
2018-10-01_16:38:52.41,wanrsqjwdptgkljcpwqu,180926_OPTION_03,181001_OPTION_03,True
2018-10-01_17:15:42.41,wanrsqjwdptgkljcpwqu,181001_OPTION_03,181001_OPTION_03_02,True
2018-10-01_17:59:13.20,wanrsqjwdptgkljcpwqu,181001_OPTION_03,181001_OPTION_04,True
2018-10-02_09:15:22.24,wanrsqjwdptgkljcpwqu,181001_OPTION_04,181002_OPTION_03_03,True
2018-10-02_09:41:19.55,wanrsqjwdptgkljcpwqu,181001_OPTION_03_02,181002_OPTION_03_04,True
2018-10-02_10:41:33.9,wanrsqjwdptgkljcpwqu,181001_OPTION_04,181002_OPTION_05,True
2018-10-02_14:09:12.79,wanrsqjwdptgkljcpwqu,181002_OPTION_03_04,181002_OPTION_03_05,True
2018-10-03_09:29:07.5,dwygnonunpxefetmowde,181001_OPTION_03,181003_OPTION_03_06,True
2018-10-03_09:44:16.23,wanrsqjwdptgkljcpwqu,180926_OPTION_05,181003_OPTION_06,True
2018-10-03_10:02:25.51,dwygnonunpxefetmowde,181002_OPTION_03_05,181001_TOWERS,True
2018-10-03_10:06:01.35,dwygnonunpxefetmowde,181003_OPTION_03_06,181003_OPTION_03_07,True
2018-10-03_10:47:35.6,dwygnonunpxefetmowde,181003_OPTION_03_07,181003_OPTION_03_08,True
2018-10-03_11:00:32.5,wanrsqjwdptgkljcpwqu,181003_OPTION_06,181003_OPTION_07,True
2018-10-03_11:22:40.80,wanrsqjwdptgkljcpwqu,181003_OPTION_07,181003_OPTION_08,True
2018-10-03_11:25:44.3,dwygnonunpxefetmowde,181003_OPTION_03_07,181003_OPTION_03_09,True
2018-10-03_12:50:06.63,dwygnonunpxefetmowde,181003_OPTION_03_07,181003_OPTION_03_10,True
2018-10-03_13:04:28.7,dwygnonunpxefetmowde,181003_OPTION_03_10,181003_OPTION_03_11,True
2018-10-03_13:35:04.1,wanrsqjwdptgkljcpwqu,181003_OPTION_08,181003_OPTION_09,True
2018-10-03_13:42:54.37,wanrsqjwdptgkljcpwqu,181003_OPTION_09,181003_OPTION_10,True
2018-10-03_13:48:09.27,wanrsqjwdptgkljcpwqu,181003_OPTION_10,181003_OPTION_11,True
2018-10-03_13:58:16.37,wanrsqjwdptgkljcpwqu,181003_OPTION_11,181003_OPTION_12,True
2018-10-03_14:27:48.13,dwygnonunpxefetmowde,181003_OPTION_03_11,181003_OPTION_03_12,True
2018-10-03_14:57:16.51,wanrsqjwdptgkljcpwqu,181003_OPTION_12,181003_OPTION_13,True
2018-10-03_15:05:46.42,dwygnonunpxefetmowde,181003_OPTION_03_11,181003_OPTION_03_12,True
2018-10-03_16:26:25.41,wanrsqjwdptgkljcpwqu,181003_OPTION_13,181003_OPTION_14,True
2018-10-03_16:38:53.77,wanrsqjwdptgkljcpwqu,181003_OPTION_13,181003_OPTION_15,True
2018-10-03_16:50:17.72,dwygnonunpxefetmowde,181003_OPTION_03_11,181003_OPTION_03_11b,True
2018-10-03_16:52:12.93,wanrsqjwdptgkljcpwqu,181003_OPTION_09,181003_OPTION_16,True
2018-10-03_17:48:04.93,wanrsqjwdptgkljcpwqu,181003_OPTION_09,181003_OPTION_17,True
2018-10-03_18:49:27.35,wanrsqjwdptgkljcpwqu,181003_OPTION_17,181003_OPTION_18,True
2018-10-03_18:53:21.71,wanrsqjwdptgkljcpwqu,181003_OPTION_18,181003_OPTION_19,True
2018-10-03_19:03:13.24,wanrsqjwdptgkljcpwqu,181003_OPTION_17,181003_OPTION_20,True
2018-10-04_08:46:23.38,dwygnonunpxefetmowde,181003_OPTION_03_11,181004_OPTION_03_11a.2,True
2018-10-04_08:59:29.53,wanrsqjwdptgkljcpwqu,181003_OPTION_09,181004_OPTION_20,True
2018-10-04_09:12:50.92,wanrsqjwdptgkljcpwqu,181004_OPTION_20,181004_OPTION_21,True
2018-10-04_09:29:27.,wanrsqjwdptgkljcpwqu,181004_OPTION_21,181004_OPTION_22,True
2018-10-04_09:31:25.99,dwygnonunpxefetmowde,181003_OPTION_03_11b,181004_OPTION_03_11b.2,True
2018-10-04_09:40:45.92,wanrsqjwdptgkljcpwqu,181004_OPTION_21,181004_OPTION_23,True
2018-10-04_10:03:40.44,dwygnonunpxefetmowde,181003_OPTION_03_11b,181004_OPTION_03_11b.3,True
2018-10-04_10:04:31.13,wanrsqjwdptgkljcpwqu,181004_OPTION_23,181004_OPTION_24,True
2018-10-04_10:36:09.65,wanrsqjwdptgkljcpwqu,181003_OPTION_09,181004_OPTION_25,True
2018-10-04_10:43:49.56,dwygnonunpxefetmowde,181003_OPTION_03_11b,181004_OPTION_03_11b.4,True
2018-10-04_15:53:09.10,wanrsqjwdptgkljcpwqu,181001_BASE_01,181004_BASE_02-15',True
2018-10-04_16:03:33.70,dwygnonunpxefetmowde,181004_OPTION_03_11a.2,,False
2018-10-04_16:04:17.26,dwygnonunpxefetmowde,181004_OPTION_01_C,,False
2018-10-04_16:04:32.51,dwygnonunpxefetmowde,181004_OPTION_01_C,181004_OPTION_01_C.2,True
2018-10-04_16:21:30.69,wanrsqjwdptgkljcpwqu,181003_OPTION_13,181004_OPTION_26,True
2018-10-04_16:28:00.80,wanrsqjwdptgkljcpwqu,180524_OPT_01,181004_OPT_01,True
2018-10-04_17:12:57.45,dwygnonunpxefetmowde,181004_OPTION_01_F,181004_OPTION_01_F.2,True
2018-10-04_17:26:01.67,wanrsqjwdptgkljcpwqu,181004_OPTION_26,181004_OPTION_27,True
2018-10-04_18:15:06.59,dwygnonunpxefetmowde,181004_OPTION_01_F.2,181004_OPTION_01_F.3,True
2018-10-04_18:18:07.73,wanrsqjwdptgkljcpwqu,181004_OPTION_26,181004_OPTION_28,True
2018-10-04_18:26:01.90,wanrsqjwdptgkljcpwqu,181004_OPTION_26,181004_OPTION_29,True
2018-10-04_18:35:08.27,wanrsqjwdptgkljcpwqu,181003_OPTION_17,181004_OPTION_30,True
2018-10-04_18:37:06.96,wanrsqjwdptgkljcpwqu,181004_OPTION_30,181004_OPTION_31,True
