Drawing-Add Area Tag
Date,User,Version
2018-09-04_12:21:35.49,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 01_Medium,hatch,PCPA_12,23580.006769986725,0,True
2018-09-04_12:21:35.72,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 02_Light,hatch,PCPA_12,1629.4374927389504,0,True
2018-09-04_12:21:35.88,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Public,hatch,PCPA_12,3248.567743046679,0,True
2018-09-04_12:21:36.1,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 02_Light,hatch,PCPA_12,2567.7286494285158,0,True
2018-09-04_12:47:29.39,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Service_Medium,hatch,PCPA_08,15977.911555919376,0,True
2018-09-04_12:47:29.61,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Public,hatch,PCPA_08,5216.3892522487668,0,True
2018-09-04_12:47:29.74,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 02_Light,hatch,PCPA_08,2178.8565286128382,0,True
2018-09-04_12:47:29.88,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 02_Light,hatch,PCPA_08,2892.5277418102091,0,True
2018-09-04_12:47:30.7,wanrsqjwdptgkljcpwqu,Massing_Dual Tower.3dm,7_PROGRAM::Program 02_Light,hatch,PCPA_08,2567.7286494285158,0,True
2018-09-14_09:39:56.66,wanrsqjwdptgkljcpwqu,,7_PROGRAM::Commercial_Light,hatch,PCPA_14,906.62999779594202,0,True
