Drawing-Add Area Tag
Date,Time,User,Version
2018-11-05,09:16:31,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,2519.2990908867473,0,True
2018-11-05,09:20:46,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3716.6695822433444,0,True
2018-11-05,09:22:20,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3716.6695822433444,0,True
2018-11-05,09:22:48,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3716.6695822433444,0,True
2018-11-05,09:23:18,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3716.6695822433444,0,True
2018-11-05,09:24:39,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3716.6695822433444,0,True
2018-11-05,09:30:59,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,2180.9487456221573,0,True
2018-11-05,09:49:34,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,1903.046681953653,0,True
2018-11-05,10:28:32,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,953.68738631478834,0,True
2018-11-05,10:42:14,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,surface,PCPA_14,1345.1562880650806,0,True
2018-11-05,10:42:14,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,surface,PCPA_14,4771.7880539116641,0,True
2018-11-05,11:14:35,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3722.2592633656727,0,True
2018-11-05,11:15:04,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3720.9180018791526,0,True
2018-11-15_09:21:24.33,dwygnonunpxefetmowde,X_MASSING-LVL01.3dm,8_DRAWING::PCP-09,hatch,PCPA_12,1921.8333052088522,0,True
2018-11-15_09:27:11.20,dwygnonunpxefetmowde,X_MASSING-LVL01.3dm,8_DRAWING::PCP-09,hatch,PCPA_12,1609.379670674283,0,True
2018-11-15_09:27:11.53,dwygnonunpxefetmowde,X_MASSING-LVL01.3dm,8_DRAWING::PCP-09,hatch,PCPA_12,890.87774114969932,0,True
2018-11-16_09:10:48.22,dwygnonunpxefetmowde,X_MASSING-LVL01.3dm,8_DRAWING::PCP-09,hatch,PCPA_12,2409.2138657763771,0,True
2018-11-30,16:24:45,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,1785.7571711341061,0,True
2018-11-30,16:24:45,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,650.24352987974009,0,True
2018-11-30,16:24:45,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,1135.5136412543661,0,True
2018-11-30,16:25:24,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,1785.7571711341061,0,True
2018-11-30,16:25:24,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,650.24352987974009,0,True
2018-11-30,16:25:24,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,1135.5136412543661,0,True
2018-11-30,18:18:25,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,650.24352987974009,0,True
2018-11-30,18:18:25,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,2521.7212096058461,0,True
2018-11-30,18:18:26,wanrsqjwdptgkljcpwqu,PCPA_Template.3dm,8_DRAWING::PCP-02,curve,PCPA_14,1871.4776797261063,0,True
