Drawing-Cut Model
Date,Time,User,Version
2019-06-19,10:35:14,fsgxpmwwjxogdnviwnfc,2.1.1,10,False
2019-06-19,10:35:35,fsgxpmwwjxogdnviwnfc,2.1.1,1,True
2019-06-19,10:35:53,fsgxpmwwjxogdnviwnfc,2.1.1,1,False
