Drawing-Add Coordinate Tag
Date,User
2018-08-03_09:33:34.92,wanrsqjwdptgkljcpwqu,1,True
2018-08-03_09:34:19.2,wanrsqjwdptgkljcpwqu,2,True
2018-08-03_09:34:19.4,wanrsqjwdptgkljcpwqu,2,True
