IO-BatchCapture
Date,Time,User,Version
2018-12-05,18:08:12,pgmkdevbzsbsywpizfdw,2.1.0,AXON DETAIL,AXON DETAIL INTERIOR
2018-12-05,18:09:52,pgmkdevbzsbsywpizfdw,2.1.0,AXON DETAIL,AXON DETAIL INTERIOR
2018-12-11,17:16:51,wanrsqjwdptgkljcpwqu,2.1.1,V-01,T-01,V-02,T-02,V-03
2018-12-11,17:17:37,wanrsqjwdptgkljcpwqu,2.1.1,V-01,T-01,V-02,T-02,V-03
