IO-Capture Display Modes
Date,Time,User,Version
2019-01-08,17:23:00,pgmkdevbzsbsywpizfdw,2.1.1,"['Arctic', 'PCPAPresentation']",5100,3300,True
2019-01-08,17:26:32,pgmkdevbzsbsywpizfdw,2.1.1,"['Arctic', 'PCPAPresentation']",5100,3300,True
2019-01-08,17:29:39,pgmkdevbzsbsywpizfdw,2.1.1,"['Arctic', 'PCPAPresentation']",5100,3300,True
2019-01-09,09:37:17,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:38:48,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:41:02,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:42:16,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:43:28,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:45:29,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:46:41,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:56:50,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,09:57:48,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:58:15,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,09:59:09,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,09:59:25,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,10:02:06,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,10:02:26,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:04:32,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,10:05:12,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:06:01,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,10:06:28,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:07:24,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-09,10:07:54,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:09:10,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:10:10,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:11:30,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:14:34,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:16:37,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:25:30,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:26:50,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:30:15,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:32:23,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:33:38,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:36:52,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:51:13,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:54:36,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:56:34,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,10:59:46,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-09,11:07:55,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],6000,3000,True
2019-01-10,13:09:51,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-10,13:11:44,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
2019-01-10,13:13:47,msfqsmhdjwhjdycivgic,2.1.1,['Arctic2'],5100,3300,True
