Drawing-Cut Model
Date,User
2018-08-06_11:23:24.19,fsgxpmwwjxogdnviwnfc,490,False
2018-08-06_11:23:33.91,fsgxpmwwjxogdnviwnfc,361,True
2018-08-06_12:59:26.38,fsgxpmwwjxogdnviwnfc,361,True
2018-08-08_15:40:33.70,gpmahvpxgdrymgwfcqxl,3,True
2018-08-08_15:51:41.80,gpmahvpxgdrymgwfcqxl,15,True
2018-08-08_16:04:59.12,gpmahvpxgdrymgwfcqxl,6,True
2018-08-08_16:05:13.6,gpmahvpxgdrymgwfcqxl,5,True
2018-08-08_16:07:24.36,gpmahvpxgdrymgwfcqxl,1,True
2018-08-08_16:07:30.8,gpmahvpxgdrymgwfcqxl,1,True
2018-08-08_16:07:43.55,gpmahvpxgdrymgwfcqxl,1,True
2018-08-08_16:08:02.58,gpmahvpxgdrymgwfcqxl,1,True
2018-08-08_16:08:32.21,gpmahvpxgdrymgwfcqxl,6,True
2018-08-08_16:09:20.71,gpmahvpxgdrymgwfcqxl,6,True
2018-08-08_16:09:43.67,gpmahvpxgdrymgwfcqxl,6,True
2018-08-08_17:14:23.62,gpmahvpxgdrymgwfcqxl,24,True
2018-08-08_17:14:58.17,gpmahvpxgdrymgwfcqxl,26,True
2018-08-09_09:26:57.46,gpmahvpxgdrymgwfcqxl,7,True
2018-08-09_09:28:23.27,gpmahvpxgdrymgwfcqxl,11,True
2018-08-09_09:32:36.22,gpmahvpxgdrymgwfcqxl,7,False
2018-08-09_09:32:43.47,gpmahvpxgdrymgwfcqxl,7,False
2018-08-09_11:02:02.96,gpmahvpxgdrymgwfcqxl,12,True
2018-08-09_11:02:11.28,gpmahvpxgdrymgwfcqxl,12,True
2018-08-09_11:02:19.11,gpmahvpxgdrymgwfcqxl,1,True
2018-08-10_09:32:35.61,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:32:46.97,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:33:13.21,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:35:34.13,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:36:33.24,wanrsqjwdptgkljcpwqu,1,False
2018-08-10_09:37:37.59,wanrsqjwdptgkljcpwqu,1,False
2018-08-10_09:49:08.91,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:54:23.62,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_09:57:06.28,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:05:51.5,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:07:18.37,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:07:29.28,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:08:17.86,wanrsqjwdptgkljcpwqu,3,True
2018-08-10_10:08:47.33,wanrsqjwdptgkljcpwqu,2,True
2018-08-10_10:17:42.30,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:17:50.87,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:18:13.88,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:18:26.30,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:19:59.75,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:20:05.80,wanrsqjwdptgkljcpwqu,3,True
2018-08-10_10:21:46.80,wanrsqjwdptgkljcpwqu,6,True
2018-08-10_10:22:00.90,wanrsqjwdptgkljcpwqu,6,True
2018-08-10_10:38:52.87,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:39:06.49,wanrsqjwdptgkljcpwqu,1,True
2018-08-10_10:39:36.51,wanrsqjwdptgkljcpwqu,6053,True
2018-08-10_10:41:08.40,wanrsqjwdptgkljcpwqu,6053,True
2018-08-10_10:41:54.9,wanrsqjwdptgkljcpwqu,6053,True
2018-08-10_10:42:35.27,wanrsqjwdptgkljcpwqu,236,True
2018-08-10_10:42:54.68,wanrsqjwdptgkljcpwqu,60,True
2018-08-10_10:43:11.17,wanrsqjwdptgkljcpwqu,4,True
2018-08-10_10:52:54.61,wanrsqjwdptgkljcpwqu,6054,True
2018-08-10_10:53:59.75,wanrsqjwdptgkljcpwqu,6049,True
2018-08-10_10:55:49.52,wanrsqjwdptgkljcpwqu,4,True
2018-08-10_10:55:59.91,wanrsqjwdptgkljcpwqu,4,True
2018-08-10_10:56:10.40,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_10:57:22.85,wanrsqjwdptgkljcpwqu,6,True
2018-08-10_10:57:48.46,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_11:07:56.94,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_11:15:05.57,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_11:16:12.57,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_11:16:54.15,wanrsqjwdptgkljcpwqu,5,True
2018-08-10_11:19:27.82,wanrsqjwdptgkljcpwqu,6051,True
2018-08-10_12:26:48.40,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:31:19.15,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:34:44.29,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:35:01.24,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:35:33.33,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:37:15.54,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_12:37:27.97,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_14:03:28.,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_14:03:39.64,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_14:03:47.84,wanrsqjwdptgkljcpwqu,2.0.1,1,True
2018-08-10_14:04:10.22,wanrsqjwdptgkljcpwqu,2.0.1,2,True
2018-08-10_14:04:19.17,wanrsqjwdptgkljcpwqu,2.0.1,2,True
2018-08-10_14:07:00.38,wanrsqjwdptgkljcpwqu,2.0.1,2,True
2018-08-10_14:07:13.13,wanrsqjwdptgkljcpwqu,2.0.1,2,True
2018-08-10_14:16:17.80,wanrsqjwdptgkljcpwqu,2.0.1,2,True
