Drawing-Add Area Tag
Date,User
2018-08-06_11:12:00.50,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Program 01_Dark,curve,PCPA_10,553.3783436494989,0,True
2018-08-06_11:12:00.67,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Program 02_Light,curve,PCPA_10,974.99509667026484,0,True
2018-08-06_11:12:00.76,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Residential_Medium,hatch,PCPA_10,4733.5715023884823,0,True
2018-08-06_11:12:00.82,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Public,hatch,PCPA_10,528.22749518109038,0,True
2018-08-06_12:44:36.27,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Program 01_Dark,curve,PCPA_10,553.3783436494989,0,True
2018-08-06_12:44:36.49,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Program 02_Light,curve,PCPA_10,974.99509667026484,0,True
2018-08-06_12:44:36.57,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Residential_Medium,hatch,PCPA_10,4733.5715023884823,0,True
2018-08-06_12:44:36.64,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Public,hatch,PCPA_10,528.22749518109038,0,True
2018-08-06_12:45:17.63,fsgxpmwwjxogdnviwnfc,Example.3dm,7_PROGRAM::Program 02_Light,curve,PCPA_10,974.99509667026484,-1,True
2018-08-08_09:23:05.23,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5241.2364373255905,0,True
2018-08-08_09:46:57.99,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5241.2364373255905,0,True
2018-08-08_10:48:56.83,pgmkdevbzsbsywpizfdw,,0_ARCHITECTURE,curve,PCPA_14,724.9813246282871,0,True
2018-08-09_10:32:31.73,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395679,0,True
2018-08-09_10:32:32.12,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395656,0,True
2018-08-09_10:32:32.36,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395656,0,True
2018-08-09_10:32:32.61,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395895,0,True
2018-08-09_10:32:32.83,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395554,0,True
2018-08-09_10:32:33.6,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395497,0,True
2018-08-09_10:32:33.29,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185395543,0,True
2018-08-09_10:32:33.54,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE::Furniture,curve,PCPA_14,721.43379185396122,0,True
2018-08-14_17:49:38.48,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,1722.0185778222551,0,True
2018-08-15_11:33:57.81,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5744.3500100667798,0,True
2018-08-15_11:33:58.6,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5285.9094473873447,0,True
2018-08-15_11:33:58.20,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5308.3104521530249,0,True
2018-08-15_11:33:58.34,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5297.7431782982248,0,True
2018-08-15_11:33:58.48,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5334.9922292220535,0,True
2018-08-15_11:33:58.62,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,4276.3508440281648,0,True
2018-08-15_11:33:58.76,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5195.0623950475974,0,True
2018-08-15_11:33:58.90,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,3826.0139842017547,0,True
2018-08-15_11:33:59.2,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,4840.6409042735686,0,True
2018-08-15_11:33:59.18,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5118.7182528816838,0,True
2018-08-15_11:33:59.32,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5033.1939754745208,0,True
2018-08-15_11:33:59.46,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5127.156741437725,0,True
2018-08-15_11:33:59.60,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5168.1343610395297,0,True
2018-08-15_11:33:59.74,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5176.5728495957492,0,True
2018-08-15_11:33:59.95,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5217.5504691974938,0,True
2018-08-15_11:34:00.10,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5225.9889577536042,0,True
2018-08-15_11:34:00.26,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5266.9665773552779,0,True
2018-08-15_11:34:00.40,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5316.3826855131201,0,True
2018-08-15_11:34:00.54,wanrsqjwdptgkljcpwqu,,0_ARCHITECTURE,curve,PCPA_14,5275.4050659114655,0,True
