Geometry-Unfillet
Date,User
2018-08-09_10:52:55.63,wanrsqjwdptgkljcpwqu,2.1.0,1,IronPython.Runtime.List,False
2018-08-09_10:54:01.29,wanrsqjwdptgkljcpwqu,2.1.0,1,[],False
2018-08-27_11:37:36.33,wanrsqjwdptgkljcpwqu,2.1.0,10,"[True, True, True, True, True, True, True, True, True, True]",True
