Blocks-Iterate
Date,Time,User,Version
2018-12-03,13:55:14,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_A6,02_Ocean Facade_A7,True
2018-12-03,14:36:39,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_B7,02_Ocean Facade_B8,True
2018-12-03,14:41:01,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_B8,02_Ocean Facade_B9,True
2018-12-03,15:01:55,dwygnonunpxefetmowde,2.1.0,02_Ocean Building_Facade_01,02_Ocean Building_Facade_02,True
2018-12-04,14:07:09,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE WALLS_01,181204_CONCOURSE WALLS_02,True
2018-12-04,14:31:39,dwygnonunpxefetmowde,2.1.0,Ocean Building_12h,,False
2018-12-04,16:28:48,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE FLOORS_01,181204_CONCOURSE FLOORS_02,True
2018-12-05,09:55:46,pgmkdevbzsbsywpizfdw,2.1.0,181205_MEZZ COL @ REST ENTRY _ BASE,181205_MEZZ COL @ REST ENTRY _ OP 1,True
2018-12-05,09:56:04,pgmkdevbzsbsywpizfdw,2.1.0,181205_MEZZ COL @ REST ENTRY _ BASE,181205_MEZZ COL @ REST ENTRY _ OP 1,True
2018-12-05,11:01:21,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE FLOORS_01,181205_CONCOURSE FLOORS_03,True
2018-12-05,16:38:27,nfniggtyhexwjbjeccpu,2.1.0,181205_CONCOURSE FLOORS_03,181205_CONCOURSE FLOORS_04,True
2018-12-05,16:56:13,nfniggtyhexwjbjeccpu,2.1.0,181205_CONCOURSE FLOORS_04,181205_CONCOURSE FLOORS_05,True
2018-12-05,17:13:21,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE CEILING_01,181205_CONCOURSE CEILING_01,True
2018-12-05,18:42:28,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 1,181205_SITE OPTION 2,True
2018-12-05,18:48:06,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 2,181205_SITE OPTION 3,True
2018-12-05,19:00:48,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 3,181205_SITE OPTION 4,True
2018-12-05,19:28:46,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 4,181205_SITE OPTION 5,True
2018-12-05,19:54:12,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 5,181205_SITE OPTION 6,True
2018-12-05,20:14:54,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 6,181205_SITE OPTION 7,True
2018-12-05,20:24:42,pgmkdevbzsbsywpizfdw,2.1.0,181205_SITE OPTION 7,181205_SITE OPTION 8,True
2018-12-06,10:33:15,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_B8,02_Ocean Facade_B10,True
2018-12-06,11:25:38,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_B10,02_Ocean Facade_B11,True
2018-12-06,11:28:47,nfniggtyhexwjbjeccpu,2.1.0,181205_CONCOURSE CEILING_01,181206_CONCOURSE CEILING_03,True
2018-12-06,12:23:30,dwygnonunpxefetmowde,2.1.0,181106_OPTION_03_TOWER,181206_OPTION_01_TOWER,True
2018-12-06,12:26:39,dwygnonunpxefetmowde,2.1.0,181106_OPTION_A,181206_OPTION_01_BASE,True
2018-12-06,12:27:25,dwygnonunpxefetmowde,2.1.0,181106_BUS STOP_OPTION_00_A,181206_OPTION_01_BUS,True
2018-12-06,13:00:21,dwygnonunpxefetmowde,2.1.0,181206_OPTION_01_TOWER,181206_OPTION_02_TOWER,True
2018-12-06,13:52:11,dwygnonunpxefetmowde,2.1.0,181206_OPTION_01_BASE,181206_OPTION_02_BASE,True
2018-12-06,14:34:35,nfniggtyhexwjbjeccpu,2.1.0,181206_CONCOURSE CEILING_03,181206_CONCOURSE CEILING_04,True
2018-12-06,14:35:45,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE CEILING_01,181206_CONCOURSE CEILING_04,True
2018-12-06,14:57:40,nfniggtyhexwjbjeccpu,2.1.0,181205_CONCOURSE CEILING_01,181206_CONCOURSE CEILING_05,True
2018-12-06,14:59:19,mgmguocwcwkeauauicic,2.1.0,02_Ocean Facade_B10,02_Ocean Facade_B11A,True
2018-12-06,15:06:33,nfniggtyhexwjbjeccpu,2.1.0,181204_CONCOURSE WALLS_01,181206_CONCOURSE WALLS_03,True
2018-12-06,15:29:02,dwygnonunpxefetmowde,2.1.0,181030_BUS STOP_OPTION_01,181206_BUS_OPTION_01,True
