Drawing-Add Area Tag,,,,,,,,,,
Date,User,Path,File,Layer,Type,Points,Anno Style,Area,Dec Places,Succeeded
2018-07-26_09:30:40.38,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(2068.6349145838076, 3664.4794899145004, 0.0), (2068.6349145838076, 3688.0419899144995, 0.0), (2032.8224150336823, 3688.0419899144995, 0.0), (1994.8224150336814, 3688.0419899144995, 0.0), (1956.8224150336825, 3688.0419899144995, 0.0), (1956.6349150336812, 3688.0419899144995, 0.0), (1956.6349150336812, 3669.3797464984827, 0.0), (1956.6349150336812, 3664.4794899145004, 0.0), (1956.8224150336825, 3664.4794899145004, 0.0), (1973.1041159475747, 3664.4794899145004, 0.0), (1994.6349150336821, 3664.4794899145004, 0.0), (1994.8224150336814, 3664.4794899145004, 0.0), (2032.6349150336816, 3664.4794899145004, 0.0), (2032.8224150336823, 3664.4794899145004, 0.0), (2068.6349145838076, 3664.4794899145004, 0.0)]",PCPA_10,18.326388815275671,0,True
2018-07-26_09:30:40.47,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1940.6349150336807, 3664.4794899145004, 0.0), (1940.6349150336807, 3688.0419899144995, 0.0), (1868.822415843104, 3688.0419899144995, 0.0), (1830.822415843104, 3688.0419899144995, 0.0), (1830.6349158431019, 3688.0419899144995, 0.0), (1830.6349158431019, 3669.3797464984827, 0.0), (1830.6349158431019, 3664.4794899145004, 0.0), (1830.822415843104, 3664.4794899145004, 0.0), (1860.2597594635856, 3664.4794899145004, 0.0), (1868.6349158431033, 3664.4794899145004, 0.0), (1868.822415843104, 3664.4794899145004, 0.0), (1940.6349150336807, 3664.4794899145004, 0.0)]",PCPA_10,17.999131811999131,0,True
2018-07-26_09:30:40.55,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1814.6349158431015, 3664.4794899145004, 0.0), (1814.6349158431021, 3688.0419899144995, 0.0), (1758.8224158431019, 3688.0419899144995, 0.0), (1703.0099158431037, 3688.0419899144995, 0.0), (1703.0099158431037, 3669.3797464984827, 0.0), (1703.0099158431037, 3664.4794899145004, 0.0), (1758.8224158431019, 3664.4794899145004, 0.0), (1814.6349158431015, 3664.4794899145004, 0.0)]",PCPA_10,18.265028211804193,0,True
2018-07-26_09:30:40.66,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1687.009915843104, 3664.4794899145004, 0.0), (1687.009915843104, 3688.0419899144995, 0.0), (1686.8224158431021, 3688.0419899144995, 0.0), (1648.8224158431017, 3688.0419899144995, 0.0), (1576.8220531387442, 3688.0419899144995, 0.0), (1576.6345531387442, 3688.0419899144995, 0.0), (1576.6345531387442, 3669.3797464984827, 0.0), (1576.6345531387442, 3664.4794899145004, 0.0), (1576.8220531387442, 3664.4794899145004, 0.0), (1634.5710464956067, 3664.4794899145004, 0.0), (1648.8224158431026, 3664.4794899145004, 0.0), (1686.6349158431028, 3664.4794899145004, 0.0), (1686.8224158431021, 3664.4794899145004, 0.0), (1687.009915843104, 3664.4794899145004, 0.0)]",PCPA_10,18.06055197028704,0,True
2018-07-26_09:30:40.72,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1648.8224158431015, 3688.7919899144995, 0.0), (1648.8224158431015, 3764.4794899145013, 0.0), (1576.8220531387442, 3764.4794899145013, 0.0), (1576.6345531387442, 3764.4794899145013, 0.0), (1576.6345531387442, 3731.6079770544852, 0.0), (1576.6345531387442, 3688.7919899144995, 0.0), (1576.8220531387442, 3688.7919899144995, 0.0), (1634.5710464956062, 3688.7919899144995, 0.0), (1648.8224158431015, 3688.7919899144995, 0.0)]",PCPA_10,37.942492072473144,0,True
2018-07-26_09:30:40.77,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1560.6345531387444, 3664.4794899145004, 0.0), (1560.6345531387444, 3688.0419899144995, 0.0), (1536.8202146700278, 3688.0419899144995, 0.0), (1498.8202148599585, 3688.0419899144995, 0.0), (1450.8202148599585, 3688.0419899144995, 0.0), (1450.6327148599578, 3688.0419899144995, 0.0), (1450.6327148599578, 3669.3797464984827, 0.0), (1450.6327148599578, 3664.4794899145004, 0.0), (1450.8202148599585, 3664.4794899145004, 0.0), (1465.3045117696226, 3664.4794899145004, 0.0), (1498.8202148599585, 3664.4794899145004, 0.0), (1521.7266900116172, 3664.4794899145004, 0.0), (1536.6327146700276, 3664.4794899145004, 0.0), (1536.8202146700278, 3664.4794899145004, 0.0), (1560.6345531387444, 3664.4794899145004, 0.0)]",PCPA_10,17.999432739192788,0,True
2018-07-26_09:30:40.86,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1307.1120414798788, 3688.0419899144995, 0.0), (1307.1120414798795, 3664.4794899145004, 0.0), (1330.7370414798772, 3664.4794899145004, 0.0), (1330.9245414798779, 3664.4794899145004, 0.0), (1352.4601552856327, 3664.4794899145004, 0.0), (1382.9245414798784, 3664.4794899145004, 0.0), (1383.1120414798786, 3664.4794899145004, 0.0), (1434.632714859958, 3664.4794899145004, 0.0), (1434.632714859958, 3688.0419899144995, 0.0), (1382.9245414798779, 3688.0419899144995, 0.0), (1330.9245414798779, 3688.0419899144995, 0.0), (1307.1120414798788, 3688.0419899144995, 0.0)]",PCPA_10,20.866012961930323,0,True
2018-07-26_09:30:40.94,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1291.1120414798791, 3664.4794899145004, 0.0), (1291.1120414798791, 3688.0419899144995, 0.0), (1290.9245414798777, 3688.0419899144995, 0.0), (1252.9245414798775, 3688.0419899144995, 0.0), (1204.9245414798766, 3688.0419899144995, 0.0), (1150.0000000010866, 3688.0419899144995, 0.0), (1150.0000000010866, 3664.4794899145004, 0.0), (1183.1936205596485, 3664.4794899145004, 0.0), (1204.9245414798772, 3664.4794899145004, 0.0), (1239.615798801643, 3664.4794899145004, 0.0), (1252.9245414798775, 3664.4794899145004, 0.0), (1290.7370414798777, 3664.4794899145004, 0.0), (1290.9245414798777, 3664.4794899145004, 0.0), (1291.1120414798791, 3664.4794899145004, 0.0)]",PCPA_10,23.089947759332457,0,True
2018-07-26_09:30:41.3,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1894.8268568137219, 3808.0419899144995, 0.0), (1894.8268568137219, 3784.4794899145004, 0.0), (1916.6819377055804, 3784.4794899145004, 0.0), (1918.8271140917755, 3784.4794899145004, 0.0), (1944.8930268265774, 3784.4794899145004, 0.0), (1956.8271140917755, 3784.4794899145004, 0.0), (1994.8224150336814, 3784.4794899145004, 0.0), (2028.8271178711987, 3784.4794899145004, 0.0), (2029.0146178712007, 3784.4794899145004, 0.0), (2029.0146178712007, 3808.0419899144995, 0.0), (2028.8271178711993, 3808.0419899144995, 0.0), (1956.8271140917755, 3808.0419899144995, 0.0), (1918.8271140917755, 3808.0419899144995, 0.0), (1894.8268568137219, 3808.0419899144995, 0.0)]",PCPA_10,21.956938332754934,0,True
2018-07-26_09:30:41.13,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(2140.639356813721, 3784.4794899145004, 0.0), (2140.639356813721, 3808.0419899144995, 0.0), (2066.8271178711993, 3808.0419899144995, 0.0), (2045.0146178712012, 3808.0419899144995, 0.0), (2045.0146178712012, 3793.8362076104872, 0.0), (2045.0146178712012, 3784.4794899145004, 0.0), (2066.8271178711993, 3784.4794899145004, 0.0), (2122.6349145838094, 3784.4794899145004, 0.0), (2122.8224145838094, 3784.4794899145004, 0.0), (2140.639356813721, 3784.4794899145004, 0.0)]",PCPA_10,15.646929939812557,0,True
2018-07-26_09:30:41.22,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(2029.0146178712007, 3886.0419899145022, 0.0), (2029.0146178712007, 3903.9200886792555, 0.0), (2028.8271178711993, 3903.9200886792555, 0.0), (1956.8271140917755, 3903.9200886792555, 0.0), (1918.8271140917755, 3903.9200886792555, 0.0), (1894.8268568137219, 3903.9200886792555, 0.0), (1894.8268568137219, 3886.0419899145022, 0.0), (1916.6819377055808, 3886.0419899145022, 0.0), (1918.8271140917755, 3886.0419899145022, 0.0), (1919.0146140917759, 3886.0419899145022, 0.0), (1956.8271140917755, 3886.0419899145022, 0.0), (2028.6396178711993, 3886.0419899145022, 0.0), (2028.8271178711993, 3886.0419899145022, 0.0), (2029.0146178712007, 3886.0419899145022, 0.0)]",PCPA_10,16.659875313935483,0,True
2018-07-26_09:30:41.31,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(2045.0146178712012, 3903.9200886792555, 0.0), (2045.0146178712012, 3886.0419899145022, 0.0), (2066.8271178711993, 3886.0419899145022, 0.0), (2140.451856813721, 3886.0419899145022, 0.0), (2140.639356813721, 3886.0419899145022, 0.0), (2140.639356813721, 3903.9200886792555, 0.0), (2066.8271178711993, 3903.9200886792555, 0.0), (2045.0146178712012, 3903.9200886792555, 0.0)]",PCPA_10,11.872142549778488,0,True
2018-07-26_09:30:41.41,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1878.8268568137221, 3784.4794899145004, 0.0), (1878.8268568137221, 3808.0419899144995, 0.0), (1878.6393568137205, 3808.0419899144995, 0.0), (1830.639356813721, 3808.0419899144995, 0.0), (1792.6393568137205, 3808.0419899144995, 0.0), (1792.4518568137191, 3808.0419899144995, 0.0), (1792.4518568137191, 3793.8362076104872, 0.0), (1792.4518568137191, 3784.4794899145004, 0.0), (1792.6393568137205, 3784.4794899145004, 0.0), (1803.8375812215904, 3784.4794899145004, 0.0), (1830.639356813721, 3784.4794899145004, 0.0), (1830.822415843104, 3784.4794899145004, 0.0), (1860.2597594635859, 3784.4794899145004, 0.0), (1878.6393568137205, 3784.4794899145004, 0.0), (1878.8268568137221, 3784.4794899145004, 0.0)]",PCPA_10,14.133409288194295,0,True
2018-07-26_09:30:41.50,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1792.4518568137191, 3903.9200886792555, 0.0), (1792.4518568137191, 3886.0419899145022, 0.0), (1792.6393568137205, 3886.0419899145022, 0.0), (1792.8268568137205, 3886.0419899144836, 0.0), (1830.639356813721, 3886.0419899144836, 0.0), (1878.4518568137205, 3886.0419899144836, 0.0), (1878.6393568137205, 3886.0419899144836, 0.0), (1878.8268568137221, 3886.0419899144836, 0.0), (1878.8268568137221, 3903.9200886792369, 0.0), (1878.6393568137205, 3903.9200886792369, 0.0), (1830.639356813721, 3903.9200886792369, 0.0), (1792.6393568137205, 3903.9200886792555, 0.0), (1792.4518568137191, 3903.9200886792555, 0.0)]",PCPA_10,10.723755422263462,0,True
2018-07-26_09:30:41.63,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1776.45185681372, 3784.4794899145004, 0.0), (1776.45185681372, 3808.0419899144995, 0.0), (1704.639356813721, 3808.0419899144995, 0.0), (1666.63935681372, 3808.0419899144995, 0.0), (1588.6393568137203, 3808.0419899144995, 0.0), (1556.8268568137216, 3808.0419899144995, 0.0), (1556.8268568137216, 3793.8362076104872, 0.0), (1556.8268568137216, 3784.4794899145004, 0.0), (1588.639356813721, 3784.4794899145004, 0.0), (1634.5710464956064, 3784.4794899145004, 0.0), (1666.63935681372, 3784.4794899145004, 0.0), (1686.8224158431019, 3784.4794899145004, 0.0), (1690.9932247376009, 3784.4794899145004, 0.0), (1704.639356813721, 3784.4794899145004, 0.0), (1747.4154029795959, 3784.4794899145004, 0.0), (1758.8224158431017, 3784.4794899145004, 0.0), (1776.45185681372, 3784.4794899145004, 0.0)]",PCPA_10,35.936903211803575,0,True
2018-07-26_09:30:41.67,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1556.8268568137216, 3903.9200886792555, 0.0), (1556.8268568137216, 3886.0419899145022, 0.0), (1588.6393568137203, 3886.0419899145022, 0.0), (1588.82685681372, 3886.0419899145022, 0.0), (1666.63935681372, 3886.0419899145022, 0.0), (1704.639356813721, 3886.0419899145022, 0.0), (1747.4154029795959, 3886.0419899145022, 0.0), (1776.45185681372, 3886.0419899145022, 0.0), (1776.45185681372, 3903.9200886792555, 0.0), (1704.639356813721, 3903.9200886792555, 0.0), (1666.63935681372, 3903.9200886792555, 0.0), (1588.6393568137203, 3903.9200886792555, 0.0), (1556.8268568137216, 3903.9200886792555, 0.0)]",PCPA_10,27.267204452839561,0,True
2018-07-26_09:30:41.74,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1414.4518568137196, 3808.0419899144995, 0.0), (1414.4518568137196, 3784.4794899145004, 0.0), (1414.639356813721, 3784.4794899145004, 0.0), (1437.0934226486245, 3784.4794899145004, 0.0), (1452.639356813721, 3784.4794899145004, 0.0), (1540.639356813721, 3784.4794899145004, 0.0), (1540.8268568137219, 3784.4794899145004, 0.0), (1540.8268568137219, 3808.0419899144995, 0.0), (1540.639356813721, 3808.0419899144995, 0.0), (1452.639356813721, 3808.0419899144995, 0.0), (1414.639356813721, 3808.0419899144995, 0.0), (1414.4518568137196, 3808.0419899144995, 0.0)]",PCPA_10,20.678548177082853,0,True
2018-07-26_09:30:41.80,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1414.4518568137196, 3903.9200886792555, 0.0), (1414.4518568137196, 3886.0419899145022, 0.0), (1414.639356813721, 3886.0419899145022, 0.0), (1452.639356813721, 3886.0419899145022, 0.0), (1452.8268568137203, 3886.0419899145022, 0.0), (1540.639356813721, 3886.0419899145022, 0.0), (1540.8268568137219, 3886.0419899145022, 0.0), (1540.8268568137219, 3903.9200886792555, 0.0), (1540.639356813721, 3903.9200886792555, 0.0), (1452.639356813721, 3903.9200886792555, 0.0), (1414.639356813721, 3903.9200886792555, 0.0), (1414.4518568137196, 3903.9200886792555, 0.0)]",PCPA_10,15.689893968025887,0,True
2018-07-26_09:30:41.86,wanrsqjwdptgkljcpwqu,,,8_DRAWING,curve,"[(1234.6393568137196, 3808.0419899144995, 0.0), (1234.6393568137196, 3886.0419899144831, 0.0), (1272.6393568137205, 3886.0419899145022, 0.0), (1336.4518568137203, 3886.0419899145022, 0.0), (1336.6393568137203, 3886.0419899145022, 0.0), (1398.4518568137198, 3886.0419899145022, 0.0), (1398.4518568137198, 3903.9200886792555, 0.0), (1336.6393568137203, 3903.9200886792555, 0.0), (1272.6393568137205, 3903.9200886792555, 0.0), (1234.6393568137194, 3903.920088679246, 0.0), (1180.6393568137194, 3903.9200886792555, 0.0), (1150.0000000010866, 3903.9200886792555, 0.0), (1150.0000000010866, 3785.0290285091328, 0.0), (1180.6393568137194, 3785.0290285091328, 0.0), (1183.1936205596483, 3785.0290285091328, 0.0), (1234.6393568137191, 3785.0290285091328, 0.0), (1234.6393568137196, 3784.4794899145004, 0.0), (1267.8268879226403, 3784.4794899145004, 0.0), (1272.6393568137205, 3784.4794899145004, 0.0), (1290.9245414798775, 3784.4794899145004, 0.0), (1296.0379770436375, 3784.4794899145004, 0.0), (1336.6393568137203, 3784.4794899145004, 0.0), (1398.4518568137198, 3784.4794899145004, 0.0), (1398.4518568137198, 3808.0419899144995, 0.0), (1336.6393568137203, 3808.0419899144995, 0.0), (1272.6393568137205, 3808.0419899144995, 0.0), (1234.6393568137196, 3808.0419899144995, 0.0)]",PCPA_10,117.02327047723591,0,True
2018-07-26_10:40:51.32,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2068.6349145838076, 822.93257813676644, 0.0), (2068.6349145838076, 899.43257813675018, 0.0), (2032.8224150336823, 899.43257813675018, 0.0), (2032.8224150336823, 822.93257813676644, 0.0), (2068.6349145838076, 822.93257813676644, 0.0)]",PCPA_10,19.025390385999884,0,True
2018-07-26_10:40:51.40,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1940.6349150336807, 822.93257813676644, 0.0), (1940.6349150336807, 899.43257813675018, 0.0), (1868.822415843104, 899.43257813675018, 0.0), (1868.822415843104, 822.93257813676644, 0.0), (1940.6349150336807, 822.93257813676644, 0.0)]",PCPA_10,38.150390194985505,0,True
2018-07-26_10:40:51.47,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1703.0099158431037, 822.93257813676644, 0.0), (1758.8224158431019, 822.93257813676644, 0.0), (1758.8224158431019, 899.43257813675018, 0.0), (1703.0099158431037, 899.43257813675018, 0.0), (1703.0099158431037, 852.37918194070642, 0.0), (1703.0099158431037, 822.93257813676644, 0.0)]",PCPA_10,29.650390624992532,0,True
2018-07-26_10:40:51.55,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1560.6345531387444, 822.93257813676644, 0.0), (1560.6345531387444, 899.43257813675018, 0.0), (1536.8202146700276, 899.43257813675018, 0.0), (1536.8202146700276, 822.93257813676644, 0.0), (1560.6345531387444, 822.93257813676644, 0.0)]",PCPA_10,12.651367311502909,0,True
2018-07-26_10:40:51.65,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2032.8224150336823, 942.93257813674779, 0.0), (2068.6349145838076, 942.93257813674779, 0.0), (2068.6349145838076, 1019.4325781367314, 0.0), (2032.8224150336823, 1019.4325781367314, 0.0), (2032.8224150336823, 945.72152777470978, 0.0), (2032.8224150336823, 942.93257813674779, 0.0)]",PCPA_10,19.025390385999863,0,True
2018-07-26_10:40:51.72,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1868.822415843104, 1019.4325781367314, 0.0), (1868.822415843104, 942.93257813674779, 0.0), (1916.6819377055801, 942.93257813674779, 0.0), (1940.6349150336807, 942.93257813674779, 0.0), (1940.6349150336807, 1019.4325781367314, 0.0), (1868.822415843104, 1019.4325781367314, 0.0)]",PCPA_10,38.150390194985498,0,True
2018-07-26_10:40:51.79,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1703.0099158431037, 1019.4325781367314, 0.0), (1703.0099158431037, 942.93257813674779, 0.0), (1747.4154029795961, 942.93257813674779, 0.0), (1758.8224158431019, 942.93257813674779, 0.0), (1758.8224158431019, 1019.4325781367314, 0.0), (1703.0099158431037, 1019.4325781367314, 0.0)]",PCPA_10,29.65039062499261,0,True
2018-07-26_10:40:51.87,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1536.8202146700276, 942.93257813674779, 0.0), (1560.6345531387444, 942.93257813674779, 0.0), (1560.6345531387444, 1019.4325781367315, 0.0), (1536.8202146700276, 1019.4325781367315, 0.0), (1536.8202146700276, 945.72152777470978, 0.0), (1536.8202146700276, 942.93257813674779, 0.0)]",PCPA_10,12.651367311503005,0,True
2018-07-26_10:40:51.95,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2068.6349145838076, 1062.9325781367343, 0.0), (2068.6349145838076, 1139.4325781367179, 0.0), (2032.8224150336823, 1139.4325781367179, 0.0), (2032.8224150336823, 1062.9325781367343, 0.0), (2068.6349145838076, 1062.9325781367343, 0.0)]",PCPA_10,19.025390385999852,0,True
2018-07-26_10:40:52.3,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1940.6349150336807, 1062.9325781367343, 0.0), (1940.6349150336807, 1139.4325781367179, 0.0), (1868.822415843104, 1139.4325781367179, 0.0), (1868.822415843104, 1062.9325781367343, 0.0), (1940.6349150336807, 1062.9325781367343, 0.0)]",PCPA_10,38.150390194985455,0,True
2018-07-26_10:40:52.12,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1703.0099158431037, 1062.9325781367343, 0.0), (1758.8224158431019, 1062.9325781367343, 0.0), (1758.8224158431019, 1139.4325781367179, 0.0), (1703.0099158431037, 1139.4325781367179, 0.0), (1703.0099158431037, 1101.2921041647153, 0.0), (1703.0099158431037, 1062.9325781367343, 0.0)]",PCPA_10,29.650390624992443,0,True
2018-07-26_10:40:52.23,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1560.6345531387444, 1062.9325781367343, 0.0), (1560.6345531387444, 1139.4325781367179, 0.0), (1536.8202146700276, 1139.4325781367179, 0.0), (1536.8202146700276, 1062.9325781367343, 0.0), (1560.6345531387444, 1062.9325781367343, 0.0)]",PCPA_10,12.651367311502892,0,True
2018-07-26_10:40:52.31,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2032.8224150336823, 1182.9325781367343, 0.0), (2068.6349145838076, 1182.9325781367343, 0.0), (2068.6349145838076, 1258.6200781367361, 0.0), (2032.8224150336823, 1258.6200781367361, 0.0), (2032.8224150336823, 1225.7485652767195, 0.0), (2032.8224150336823, 1182.9325781367343, 0.0)]",PCPA_10,18.823323331251068,0,True
2018-07-26_10:40:52.39,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1940.6349150336807, 1182.9325781367343, 0.0), (1940.6349150336807, 1258.6200781367361, 0.0), (1868.822415843104, 1258.6200781367361, 0.0), (1868.822415843104, 1182.9325781367343, 0.0), (1940.6349150336807, 1182.9325781367343, 0.0)]",PCPA_10,37.745198142269913,0,True
2018-07-26_10:40:52.47,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1758.8224158431019, 1182.9325781367343, 0.0), (1758.8224158431019, 1258.6200781367361, 0.0), (1703.0099158431037, 1258.6200781367361, 0.0), (1703.0099158431037, 1182.9325781367343, 0.0), (1747.4154029795961, 1182.9325781367343, 0.0), (1758.8224158431019, 1182.9325781367343, 0.0)]",PCPA_10,29.335476345485567,0,True
2018-07-26_10:40:52.56,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1536.8202146700276, 1182.9325781367343, 0.0), (1560.6345531387444, 1182.9325781367343, 0.0), (1560.6345531387444, 1258.6200781367361, 0.0), (1536.8202146700276, 1258.6200781367361, 0.0), (1536.8202146700276, 1225.7485652767195, 0.0), (1536.8202146700276, 1182.9325781367343, 0.0)]",PCPA_10,12.51699821424328,0,True
2018-07-26_10:40:52.64,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1330.9245414798779, 1182.9325781367343, 0.0), (1382.9245414798777, 1182.9325781367343, 0.0), (1382.9245414798777, 1258.6200781367361, 0.0), (1330.9245414798779, 1258.6200781367361, 0.0), (1330.9245414798779, 1225.7485652767195, 0.0), (1330.9245414798779, 1182.9325781367343, 0.0)]",PCPA_10,27.331597222222584,0,True
2018-07-26_10:40:52.74,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1150.0000000010866, 1258.6200781367361, 0.0), (1150.0000000010866, 1182.9325781367343, 0.0), (1183.1936205596485, 1182.9325781367343, 0.0), (1204.9245414798766, 1182.9325781367343, 0.0), (1204.9245414798766, 1258.6200781367361, 0.0), (1150.0000000010866, 1258.6200781367361, 0.0)]",PCPA_10,28.868758563722128,0,True
2018-07-26_10:40:52.83,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2045.0146178712012, 1302.9325781367343, 0.0), (2066.8271178711993, 1302.9325781367343, 0.0), (2066.8271178711993, 1379.432578136737, 0.0), (2045.0146178712012, 1379.432578136737, 0.0), (2045.0146178712012, 1350.205026388724, 0.0), (2045.0146178712012, 1302.9325781367343, 0.0)]",PCPA_10,11.587890624999373,0,True
2018-07-26_10:40:52.90,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1704.6393568137207, 1379.432578136737, 0.0), (1704.6393568137207, 1302.9325781367343, 0.0), (1747.4154029795959, 1302.9325781367343, 0.0), (1776.45185681372, 1302.9325781367343, 0.0), (1776.45185681372, 1379.432578136737, 0.0), (1704.6393568137207, 1379.432578136737, 0.0)]",PCPA_10,38.150390625000803,0,True
2018-07-26_10:40:52.98,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1588.6393568137205, 1302.9325781367343, 0.0), (1588.6393568137205, 1379.432578136737, 0.0), (1556.8268568137216, 1379.432578136737, 0.0), (1556.8268568137216, 1302.9325781367343, 0.0), (1588.6393568137205, 1302.9325781367343, 0.0)]",PCPA_10,16.900390624999783,0,True
2018-07-26_10:40:53.5,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1398.4518568137198, 1302.9325781367343, 0.0), (1398.4518568137198, 1379.432578136737, 0.0), (1336.6393568137203, 1379.432578136737, 0.0), (1336.6393568137203, 1302.9325781367343, 0.0), (1398.4518568137198, 1302.9325781367343, 0.0)]",PCPA_10,32.837890625000718,0,True
2018-07-26_10:40:53.12,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(1894.8268568137219, 1302.9325781367343, 0.0), (1918.8271140917759, 1302.9325781367343, 0.0), (1918.8271140917759, 1379.432578136737, 0.0), (1894.8268568137219, 1379.432578136737, 0.0), (1894.8268568137219, 1350.205026388724, 0.0), (1894.8268568137219, 1302.9325781367343, 0.0)]",PCPA_10,12.750136678966587,0,True
2018-07-26_10:40:53.20,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2157.6357676105617, 822.18257813676644, 0.0), (2122.8224145838094, 822.18257813676644, 0.0), (2084.8224145838089, 822.18257813676644, 0.0), (2084.6349145838076, 822.18257813676644, 0.0), (2084.6349145838076, 798.62007813676701, 0.0), (2084.8224145838089, 798.62007813676701, 0.0), (2122.8224145838094, 798.62007813676701, 0.0), (2157.4482676105622, 798.62007813676701, 0.0), (2157.6357676105617, 798.62007813676701, 0.0), (2157.6357676105617, 822.18257813676644, 0.0)]",PCPA_10,11.945018051686368,0,True
2018-07-26_10:40:53.29,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2157.6357676105617, 900.18257813675018, 0.0), (2157.6357676105617, 918.06067690150348, 0.0), (2122.8224145838094, 918.06067690150348, 0.0), (2084.8224145838089, 918.06067690150348, 0.0), (2084.6349145838076, 918.06067690150348, 0.0), (2084.6349145838076, 914.60741249670866, 0.0), (2084.6349145838076, 900.18257813675018, 0.0), (2084.8224145838089, 900.18257813675018, 0.0), (2122.6349145838094, 900.18257813675018, 0.0), (2122.8224145838094, 900.18257813675018, 0.0), (2157.4482676105622, 900.18257813675018, 0.0), (2157.6357676105617, 900.18257813675018, 0.0)]",PCPA_10,9.0633087522468241,0,True
2018-07-26_10:40:53.37,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2157.6357676105617, 942.18257813674779, 0.0), (2122.8224145838094, 942.18257813674779, 0.0), (2084.8224145838089, 942.18257813674779, 0.0), (2084.6349145838076, 942.18257813674779, 0.0), (2084.6349145838076, 918.62007813674825, 0.0), (2084.8224145838089, 918.62007813674825, 0.0), (2122.6349145838094, 918.62007813674825, 0.0), (2122.8224145838094, 918.62007813674825, 0.0), (2157.6357676105617, 918.62007813674825, 0.0), (2157.6357676105617, 942.18257813674779, 0.0)]",PCPA_10,11.945018051686501,0,True
2018-07-26_10:40:53.46,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,curve,"[(2157.6357676105617, 1038.0606769014848, 0.0), (2122.8224145838094, 1038.0606769014848, 0.0), (2084.8224145838089, 1038.0606769014848, 0.0), (2084.6349145838076, 1038.0606769014848, 0.0), (2084.6349145838076, 1020.1825781367315, 0.0), (2084.8224145838089, 1020.1825781367315, 0.0), (2085.9484724315644, 1020.1825781367315, 0.0), (2122.6349145838089, 1020.1825781367315, 0.0), (2122.8224145838094, 1020.1825781367315, 0.0), (2157.4482676105622, 1020.1825781367315, 0.0), (2157.6357676105617, 1020.1825781367315, 0.0), (2157.6357676105617, 1038.0606769014848, 0.0)]",PCPA_10,9.0633087522468241,0,True
