Drawing-Dim Pline
Date,User
2018-07-18_16:13:34.23,wmrjzeeuzjzesinndisi,C:\Users\Tim\Desktop\,Different File.3dm,Rooms,Default,120,True
2018-07-18_16:13:34.24,wmrjzeeuzjzesinndisi,C:\Users\Tim\Desktop\,Different File.3dm,Rooms,Default,120,True
2018-07-18_16:13:34.25,wmrjzeeuzjzesinndisi,C:\Users\Tim\Desktop\,Different File.3dm,8_DRAWING::Dimensions,Default,120,True
2018-07-18_16:40:44.75,wmrjzeeuzjzesinndisi,C:\Users\Tim\Desktop\,Different File.3dm,8_DRAWING::Dimensions,Default,120,True
2018-07-20_17:39:22.28,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_1-8,120,True
2018-07-20_17:39:27.59,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_1-8,60,True
2018-07-20_17:39:40.80,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_1-8,60,True
2018-07-20_17:40:38.7,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-20_17:40:38.9,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-20_17:40:52.23,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-20_17:40:52.24,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-20_17:41:27.41,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-20_17:41:27.41,wanrsqjwdptgkljcpwqu,,,8_DRAWING::Dimensions,PCPA_1-8,60,True
2018-07-23_14:07:27.79,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,120,True
2018-07-23_14:07:,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,120,True
2018-07-24_17:30:33.27,wanrsqjwdptgkljcpwqu,C:\Users\twilliams\Desktop\,COLOR TEST.3dm,1_SITE,Default,60,True
2018-07-25_09:41:15.7,wanrsqjwdptgkljcpwqu,,,5_ZONING::Property Line,PCPA_10,60,True
2018-07-25_09:50:53.60,wanrsqjwdptgkljcpwqu,,,5_ZONING::Property Line,PCPA_10,60,True
2018-07-26_10:43:27.19,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.21,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.22,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.22,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.24,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.24,wanrsqjwdptgkljcpwqu,,,A-FLOR-LEVL,PCPA_10,60,True
2018-07-26_10:43:27.27,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.28,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.28,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.30,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.32,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.33,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.36,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.38,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.39,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.41,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.43,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.46,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.47,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.49,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.50,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.53,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.55,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.57,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.60,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.63,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.64,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.66,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.68,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.69,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.71,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.74,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.75,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.75,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.77,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.78,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.83,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.86,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.88,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.91,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.93,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.96,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:27.99,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.2,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.3,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.5,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.7,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.8,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.10,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.13,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.14,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.16,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.19,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.22,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.24,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.27,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.30,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.32,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.35,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.38,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.39,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.43,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.44,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.47,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.49,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.52,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.55,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.57,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.58,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.61,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.63,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.64,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.68,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.69,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.71,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.72,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.74,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.77,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.79,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.80,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.83,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.85,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.88,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.91,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.93,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.96,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:43:28.97,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,60,True
2018-07-26_10:44:02.84,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.85,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.85,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.87,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.88,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.90,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.92,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.93,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.96,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.98,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:02.99,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.3,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.4,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.7,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.10,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.12,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.15,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.18,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.21,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.23,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.26,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.28,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.31,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.32,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.34,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.37,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.38,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.42,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.43,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.45,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.46,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.48,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.51,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.53,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.56,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.59,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.60,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.63,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.65,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.67,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.70,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.71,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.73,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.76,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.79,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.82,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.85,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.88,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.92,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.93,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:03.96,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.1,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.4,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.9,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.12,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.15,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
2018-07-26_10:44:04.18,wanrsqjwdptgkljcpwqu,,,0_ARCHITECTURE,PCPA_10,6,True
